"branch_id","society_name","approved_amount"
178,"מרכז לחינוך וספורט ימי אילת",292759.0863234286
113,"מרכז לחינוך וספורט רמת השרון",7995.542588706665
130,"מרכז לחינוך וספורט רמת השרון",0
177,"מרכז למצוינות בשחמט",18430.772223040487
148,"מרכז מכבי עמותה לקידום ענף סיוף וסיוף נכים (ע""ר)",38371.452152575366
121,"מרכז סלטו באשקלון",0
175,"מרכז ספורט הרכיבה ברמת גן",0
192,"מרכז ספורט לנכים השפלה",160291.15384615387
193,"מרכז ספורט לנכים השפלה",68.69503367836163
100,"מרכז ספורט עממי באשדוד",11074.068896334245
113,"מרכז צומחים ביחד לתרבות וספורט אכסאל",8475.275144029065
192,"מרכז קהילתי - מתנ""ס מג'ד אלכרום",0
156,"מרכז קהילתי אפרת",65002.38091208279
98,"מרכז קהילתי בקרית ים עש מנדל בע""מ (חל""צ)",0
136,"מרכז קהילתי גולן קצרין",65224.774958573296
109,"מרכז קהילתי הגליל התחתון",35907.08363756736
98,"מרכז קהילתי מתנ""ס אל קסום",0
125,"מרכז קהילתי מתנ""ס מעלה אדומים",0
121,"מרכז קהילתי קרית ביאליק",0
131,"מרכז קהילתי קרית ים",14159.328887668713
163,"מרכז קהילתי רהט",0
167,"מרכז קהילתי רהט - מתנ""ס רהט (ע""ר)",0
192,"מרכז קהילתי רמת הגולן",28545.000000000004
121,"מרכז קהילתי שבשבט בעמ - קרית עקרון",0
100,"מרכז קיהלתי משהד",0
167,"מרכז קראטה שמילוב",0
175,"מרכז רכיבה ויצ""ו נהלל",0
175,"מרכז רכיבה קיבוץ יגור",34782.59810433506
113,"מרכז תרבות נוער וספורט מרחב גבעת שמואל",0
106,"משגב",156919.08380243724
139,"מתנ""ס בנימינה גבעת-עדה",49472.55769034586
139,"מתנ""ס קדימה צורן",38164.54450398109
176,"מתנ""ס רמת הנגב",
177,"מתנ""ס רמת הנגב",0
139,"נבחרות ישראל - בנים",0
210,"נבחרות ישראל חופים",0
109,"נגב דו",0
156,"נגב פוטבול",46223.91531525887
157,"נהריה",1379.8203109003725
169,"ניו סי דימונה",0
146,"ניווט אסא טכניון חיפה",0
146,"ניווט אסא ירושלים",0
146,"ניווט גליל",5557.2157894097645
146,"ניווט הפועל אסא תל אביב",11002.920651764302
146,"ניווט חבל מודיעין",13071.728398912175
146,"ניווט טכניון כרמל",11633.797540446609
146,"ניווט יזרעאל",11021.251215115846
146,"ניווט לב השרון-מנשה-המעפיל",13071.728398912175
146,"ניווט עמק חפר",0
111,"נינג'הס",66948.32753519878
157,"ניר צבי",0
108,"נס ציונה",27714.49734298524
121,"נעורי מכבי אשקלון",0
157,"נתניה",5887.233326508255
125,"סאנג-רוק טאקוונדו",34061.42546073015
121,"סגל אמנותית חדרה",8968.143342920996
104,"סוהו טים",0
176,"סוהו טים שחייה",4307.415499774336
138,"סטלמך פתח תקווה",0
98,"סי. אס. תי. ספורט רמת הגולן",0
111,"סיטי ווייב",105384.54381423056
163,"סייף ואגרוף מכבי נתניה",0
99,"סיכוי לצעירים",4490.597396021536
109,"סיכוי לצעירים חיפה",17311.107389013618
116,"סיכוי לצעירים חיפה",16827.886158270074
100,"סיכוי לצעירים סל""צ חיפה",1963.1899652909703
149,"סיכוי לצעירים סל""צ חיפה",12490.726526498544
176,"סינכרו סנטר תל אביב אומנותית",0
121,"סלטה - עמותה לקידום התעמלות ואקרובטיקה בעפולה",0
149,"סמוראי דו- עוצמה ראשל""צ",63766.740874516516
210,"סנדבוקס כדורעף חופים תל אביב",0
121,"סנונית",86075.68507483964
176,"סנפירי השרון",0
112,"ספורט לנשמה",0
167,"ספורטאי המחר הזורח - בועיינה נוג'ידאת",0
121,"ספורטאי המחר ירושלים",0
121,"ספורטאי המחר פת - ARG PETAH TIKVA",0
129,"ספורטאי מודיעין עיר העתיד",29212.49397044504
100,"ספורטאי מכבי אשדוד",15071.218024596901
109,"ספורטאי מכבי אשדוד",0
129,"ספורטאי מכבי אשדוד",3081.1687535465103
167,"ספורטאי מכבי אשדוד",15115.380808118227
178,"ספורטאי מכבי אשדוד",92521.39123023179
148,"ספורטאי מכבי אשדוד (ע""ר)",0
148,"ספורטיב - לי (ע""ר)",0
176,"ספורטן פתח תקוה",0
149,"ספורטק עוצמה חולון",0
125,"ספרטה אומנויות לחימה",62352.009917224204
154,"סקווש בונד",11668.098597167056
136,"סקציה נס ציונה",181179.93044048134
111,"סרף זן",7876.273827670445
111,"סרף קלאב מכבי תל אביב",112910.76102733788
138,"ע.ל.ה אור יהודה",116834.4884613583
125,"ע.ל.ה אריאל",0
129,"ע.ל.ה העמותה לקידום הספורט ברעננה",96045.38860239873
138,"ע.ל.ה הרי ירושלים",44274.121943251565
138,"ע.ל.ה יהוד",107143.37510266878
121,"ע.ל.ה מזכרת בתיה",73409.33829153886
176,"ע.ל.ה עצמה רעננה",2403.331041228179
104,"ע.ל.ה רעננה",4593.432184835645
105,"ע.ל.ה רעננה",0
121,"ע.ל.ה רעננה",23760.95710444016
121,"ע.ל.ה שפיר",0
154,"ע.ל.ה. העמותה לקידום הספורט ברעננה (ע""ר)",11668.098597167056
176,"ע.ל.ה. מזכרת בתיה",141685.45310702763
193,"ע.ל.ה. רעננה",5984.711334058865
109,"ע.ל.ס גבעתיים",4882.6200327987135
129,"ע.ס. - כפר סירקין - עמותת ספורט כפר סירקין",0
101,"עברון אמנויות לחימה",0
192,"עדי נגב - נחלת ערן",0
136,"עוצמה באר שבע",32110.658441143773
138,"עוצמה יבנה",0
149,"עוצמה כפר סבא",0
149,"עוצמה לפיד ראשון לציון",0
136,"עוצמה מועדון כדורגל ""הרצל"" חולון",75259.35572143071
109,"עוצמת יפרח",28621.03088316919
109,"עידן הספורט",0
138,"עירוני אעבלין",254871.36198665152
136,"עירוני באר יעקב",89196.2734476216
136,"עירוני בית דגן",30661.218997619922
136,"עירוני בית שמש",97000.94737428849
136,"עירוני בני כאבול",0
136,"עירוני בני שעב",0
130,"עירוני גבעתיים",20279.272751543205
139,"עירוני חריש",396546.10824892705
136,"עירוני טבריה",342848.1760642955
130,"עירוני טנ''ש ראש העין",0
177,"עירוני כרמיאל",159.83991921249256
105,"עירוני מודיעין",24203.230682529844
113,"עירוני מודיעין",15258.160440115218
130,"עירוני מודיעין",0
136,"עירוני מודיעין",224440.12306257786
139,"עירוני מודיעין",106012.62362216967
210,"עירוני מודיעין - חופים",0
130,"עירוני מעלות תרשיחא",1741.3053350489226
139,"עירוני מתנ""ס קרית גת",30625.869046404576
136,"עירוני נשר",136581.79371667057
121,"עירוני נתניה",
138,"עירוני ק. אונו יורם",122983.67206458766
136,"עירוני ראש העין",32110.658441143773
138,"עירוני ראש העין",250050.40204171964
139,"עירוני ראש העין",28505.616573961182
137,"עירוני רחובות",115887.46011738625
139,"עלה אור יהודה",44289.718313262
109,"עלה מזכרת בתיה",0
177,"עלה מכבי אריאל",0
104,"עמ. הצבי",0
109,"עמ.לק. הספורט אשכול",0
199,"עמותה ישראלית לכדורת דשא לעיוורים",
167,"עמותה לאומנויות לחימה וספורט אתגרי - מג'ד אלכרום",0
129,"עמותה למצוינות טניס מגרש באשדוד",25114.874437875307
167,"עמותה למצוינות קארטה קיוקושין",0
100,"עמותה לפיתוח ספורטאים בישראל",63456.38058704191
129,"עמותה לקידום הטניס ברמלה",76613.93087622823
113,"עמותה לקידום הכדורסל ביבנה",0
148,"עמותה לקידום הסיוף בבאר שבע (ע""ר)",32303.843950138864
121,"עמותה לקידום הספורט באלפי מנשה",0
100,"עמותה לקידום הספורט באשקלון",0
148,"עמותה לקידום הספורט באשקלון (ע""ר)",0
129,"עמותה לקידום הספורט בחבל לכיש",0
167,"עמותה לקידום הספורט במזכרת בתיה",0
129,"עמותה לקידום הספורט בנצרת עלית נוף הגליל",0
163,"עמותה לקידום הספורט ההישגי אסד טים",0
163,"עמותה לקידום הספורט ההישגי במעלות תרשיחא",0
139,"עמותה לקידום הספורט הצ'רקסי בישראל",19789.023076138343
100,"עמותה לקידום ילדים לאליפויות בספורט ביקנעם",0
149,"עמותה לקידום ספורט בערד",0
148,"עמותה לקידום ספורט הסיוף בתל אביב ובמרכז (ע""ר)",106628.2149437434
170,"עמותה לקידום ספורט הקשתות בשרון",0
149,"עמותה לקידום ענפי ספורט אולימפיים לוד והסביבה",4392.454356529398
167,"עמותה לקידום קראטה קיוקושין בישראל (ע""ר)",0
101,"עמותה לקידום קרב מגע ראשון לציון",53678.59213786463
129,"עמותה ספורטיבית הכח חיפה (ע""ר)",18033.209949425203
148,"עמותה עירונית לקידום הספורט באזור מגידו (ע""ר)",27968.014526378123
100,"עמותה עירונית מעלות תרשיחא לספורט הישגי",9349.921554320359
150,"עמותה עירונית מעלות תרשיחא לספורט הישגי",0
167,"עמותה עירונית מעלות תרשיחא לספורט הישגי",0
148,"עמותה עירונית מעלות תרשיחא לספורט הישגי (ע""ר)",129891.57797133469
101,"עמותה עירונית מעלות תרשיחאלספורט הישגי",0
167,"עמותה קראטה דו מונין וספורט בכפר כאבול והסביבה",0
145,"עמותת ""אשבאל"" לקידום ספורט תחרותי במגאר",0
100,"עמותת איגרוף האריות מג'ד אל כרום",4246.151860842952
172,"עמותת אשבל",173335.2218696716
140,"עמותת ב. 300 חולון",7067.58506773959
140,"עמותת ב. אמר. רמת גן",0
140,"עמותת ב. אשדוד 2006",0
140,"עמותת ב. באר שבע",0
140,"עמותת ב. הרצליה",5935.976406777803
140,"עמותת ב. חוצות 2000",7067.58506773959
140,"עמותת ב. נגב",1140.7902540713044
140,"עמותת ב. רחובות",1256.8028222819453
139,"עמותת בנות מג'ד אל כרום",21202.524724433937
131,"עמותת בני הרצליה",0
129,"עמותת דור העתיד לטניס רמת השרון",8193.564516903845
129,"עמותת האקדמיה לטניס כפיר ונמרוד",0
110,"עמותת הגולף המקצועני",0
112,"עמותת הגרפלינג ( היאבקות למטרת הכנעה)",107086.6698223922
113,"עמותת הורי מחליקי חולון",16327.564261354737
140,"עמותת הכ. הרץ ראשל""צ",0
150,"עמותת הכוכבים הצעירים",0
129,"עמותת הספורט בעמק הירדן",5655.619210993471
129,"עמותת הספורט כחול לבן - בעמק יזרעאל",0
148,"עמותת הספורט כחול לבן - בעמק יזרעאל (ע""ר)",6625.862196938386
139,"עמותת הספורט מ.כ. הפועל גלבוע",
104,"עמותת הפועל חיפה הר-כרמל",3476.1108425783254
163,"עמותת הפועל כפר מנדא",0
129,"עמותת הפועל רמת אליהו ראשל""צ",15563.251301881126
98,"עמותת השלום לקידום הספורט חורה",0
109,"עמותת השלום לקידום הספורט חורה",0
129,"עמותת חברי הטניס אילת",0
129,"עמותת טניס קלאב עמק חפר",19163.5300084708
100,"עמותת יניב לקידום החינוך והספורט",5700.852035391002
140,"עמותת כד. כרמיאל",0
140,"עמותת כד. ראשונים",0
140,"עמותת כדורת חיפה",0
140,"עמותת כדורת עפולה",0
163,"עמותת כפפות הזהב לאומנות לחימה - סח'נין",10858.420647184477
163,"עמותת לב הארי לספורט ומצויינות",43674.980825342005
142,"עמותת לקרוס באר שבע",0
142,"עמותת לקרוס הרצליה",0
142,"עמותת לקרוס נתניה",0
140,"עמותת מודיעין",2668.2890688447455
178,"עמותת מועדון השייט מכמורת עמק חפר",384757.99119651783
129,"עמותת מועדון טניס עפולה",11983.06717411893
121,"עמותת מכבי לקידום הספורט ביבנה",5639.760246579182
148,"עמותת מכבי לקידום ופיתוח סייף בירושלים והסביבה (ע""ר)",20952.906327785535
163,"עמותת נאדי אלאבדאע",0
148,"עמותת סייף ראשון לציון (ע""ר)",0
121,"עמותת סלמה לאמנויות הריקוד",0
163,"עמותת סמוראי דו",0
113,"עמותת סנד - חונכות והתנדבות",0
129,"עמותת ספורט במידה טובה",22015.62056338407
148,"עמותת ספורט הישגי ועממי בראשון לציון (ע""ר)",0
98,"עמותת ספורט חוף הכרמל",0
148,"עמותת ספורט חריש וסביבותיה (ע''ר)",33651.8231075946
98,"עמותת ספורט כ""וח תל אביב",2397.70419872709
98,"עמותת ספורט כחול לבן",0
108,"עמותת ספורט למקומות עבודה -מחוז אשקלון",0
170,"עמותת ספורט מצפה רמון",0
163,"עמותת ספורט מתנס בנימין",0
112,"עמותת ספורט סביון",0
167,"עמותת ספורטאי שוגון קראטה מודיעין",11197.756963581387
109,"עמותת פיסגה + מרכז",113957.39240186574
109,"עמותת פיסגה תל אביב",0
129,"עמותת פרדי קריבין להזדמנות שווה לילדים יהודים וערבים בספורט בכלל ובטניס בפרט",4018.915765495449
163,"עמותת פרימה לבראות",0
139,"עמותת קוני אנתי",0
160,"עמותת קוסל לחינוך גופני, לתרבות הפנאי ולקידום הבריאות ליד האוניברסיטה העברית בירושלים",29129.885648233514
129,"עמותת קוסל לחינוך גופני, לתרבות הפנאי ולקידום הבריאות ליד האוניברסיטה העברית בירושלים (ע""ר)",15440.674371033514
148,"עמותת קוסל לחינוך גופני, לתרבות הפנאי ולקידום הבריאות ליד האוניברסיטה העברית בירושלים (ע""ר)",0
163,"עמותת קיק בוקס ירכא",42805.59747287136
167,"עמותת קיק בוקס סחנין",0
163,"עמותת קיקבוקס וספורט תחרותי כפר יאסיף",132492.2486647877
167,"עמותת קראטה קוניבה קאי ע''ש דייוי ברנשטיין",0
130,"עמותת קריית מוצקין",0
163,"עמותת רוני סקה מצוינות בספורט",0
168,"עמותת שוטוקאן קראטה ישראל",0
167,"עמותת תנועת הנוער הדרוזי בישראל",0
150,"עמותת תראו אותנו",0
167,"עמותת סושין (הכח השקט) לקראטה וספורט נצרת",0
156,"עמק חפר גארדיינס",0
109,"עצ. מרכז אשדוד",0
109,"עצ. ניפון רעות",13153.48245199411
109,"עצ. רעננה",11836.654624966577
109,"עצמה אולימפי",0
100,"עצמה אתלט ראשון לציון",2883.189535140277
125,"עצמה בועז אומנויות לחימה",51543.56262463793
116,"עצמה בת ים",64448.14748927027
101,"עצמה ג'ודוקאן האתלט ראשל''צ",53678.59213786463
109,"עצמה האתלט ראשלצ",127353.52627367165
116,"עצמה חולון",0
116,"עצמה חיפה",0
138,"עצמה כפר ורדים",38370.90568415135
109,"עצמה כפר סבא",57407.7749310879
138,"עצמה מודיעין",335745.42473632435
177,"עצמה מעלות-תרשיחא",12387.593738968171
109,"עצמה מרכז פתח תקווה",62068.457689668496
109,"עצמה תל אביב",0
108,"ערד",0
157,"ערד",0
116,"ערוני נתניה",
163,"פאגסוס - אומנויות לחימה",0
99,"פאגסוס-אומנויות לחימה",938.3337842433061
163,"פאוור קלאב עמותה לקידום הספורט בסח'נין",21610.38618998479
101,"פגסוס איגרוף תאילנדי",53678.59213786463
156,"פוטבול אמריקאי רמת השרון",101114.81475212879
156,"פיונירס תאקל פוטבול",57779.89414407359
109,"פייטינג ספיריט",39546.263102013334
109,"פיסגת הג'ודו הפועל רמת החייל",0
158,"פיתוח הגוף",0
177,"פקיעין",0
157,"פרדסיה",0
177,"פרשי הגולן",0
156,"פתח תקוה טרופרס",57779.89414407359
150,"צא במחול",12247.357297320577
130,"צומחים יחד אכסאל",0
120,"צעד לפני כולם",51800.82281057753
177,"צעד לפני כולם",568.6612510444446
136,"צעירות טורעאן",0
136,"צעירות שעב",338667.10074643826
136,"צעירי אום אל פאחם",123759.82940857497
177,"צעירי ב""ס חטיב אלמג'ד טייבה",0
136,"צעירי סכנין",138878.59775794682
157,"ק. ביאליק",7980.874645082813
121,"ק. הספורט שער הנגב",16179.640051661587
210,"ק. ק. תל-אביב חופים",0
167,"ק.ס.ק. ישראל",29700.397377355115
139,"ק.ק. תל אביב",111902.21382340134
108,"קאונטרי רעננה",10893.681867432844
170,"קאי קשתות אינסטינקטיבית",0
130,"קאנטרי ג' תל אביב",0
176,"קאנטרי כפר ורדים",0
150,"קאסה דאנס - העמותה לפיתוח ריקודים סלוניים בצפון",21432.875270311015
149,"קודוקאן ישראל מרכז",34064.24085460213
99,"קודוקאן-ישראל-מרכז לקידום תרבות הפנאי וספורט בישראל",11348.476882005467
111,"קונטיקי",76574.88443568489
162,"קיאקים זבולון ת""א",0
116,"קידום האבקות רחובות",64448.14748927027
104,"קידום הספורט אתלטי זהב ירושלים רבתי",0
125,"קידום הספורט בגבעתיים",0
121,"קידום הספורט גבעתיים",12111.616267243817
121,"קידום הספורט לוד",0
121,"קידום התעמלות אומנותית באשקלון - IK",11002.15523512988
129,"קידום ספורטאי עלית בכפר מעש",0
100,"קינג או דרינג",0
163,"קיק-בוקסינג לחימה וספורט טייבה",132492.2486647877
163,"קיקבוקס הנמר השחור",0
101,"קיקבוקס כנא",0
163,"קיקבוקס כנא",0
128,"קיר יואב",0
127,"קלוב התעופה חדרה",0
127,"קלוב התעופה לישראל טיסנאות",0
127,"קלוב התעופה- מסד פתח תקווה",15154.330670881049
164,"קלעי חיפה",59804.52337052131
164,"קלעי מכבי רעננה",63644.17973471375
108,"קריות",0
156,"קרית אונו",75113.86238729565
170,"קשתי מכבי אורנית",0
170,"קשתי מכבי ירושלים",82118.00424826264
170,"קשתי מכבי ראשון",91778.57042983783
100,"ראונד שדרות",0
109,"ראק גודו - רמות מנשה",0
125,"ראשונים ברוח ספורטיבית",24683.148851604485
167,"ראשונים ברוח ספורטיבית",0
157,"ראשל""צ",7980.874645082813
111,"רואים את האופק בים",3500.5661456313087
164,"רובאי ישראל",0
112,"רוח של אלופים",107086.6698223922
98,"רוכבי הצפון",19907.50698724189
148,"רומח אבירים - סיוף עכו (ע""ר)",56792.81277480576
128,"רוקיז",
157,"רחובות",0
147,"רחובות - קבוצת סופטבול",126709.55100022422
175,"רטורנו 360",0
104,"רינבוקאן",0
163,"רינבוקאן לקראטה וספורט נצרת (ע""ר)",0
167,"רינבוקאן לקראטה וספורט נצרת",43668.06997253412
111,"ריף",0
108,"רמת השרון",27714.49734298524
106,"רעננה",65247.0202920737
147,"רעננה סופטבול",199115.00871463807
169,"רעננה קריקט",0
156,"רעננה ראפטורס",26000.952364833116
104,"רצי אליצור פתח תקווה",0
175,"שביט הורסמנשיפ",0
167,"שוטוקאן קרטה-דו בישראל, 1970 - מסטר פונקושי",0
167,"שוטוקאן- ריו - ישראל - עמותה לקידום אמנויות הלחימה",0
177,"שחמט בשמיר",0
177,"שחמט לכל",9836.302720768772
178,"שחפית זבולון חיפה",0
210,"שטקליס נתניה - חופים",0
178,"שייט חיפה",152175.30229344865
178,"שייט נחשולים",0
136,"שיכון ותיקים רמת גן",82395.05759724046
167,"שינדוקאן טייגר לקידום ספורט הישגי",33342.23181767366
136,"שמשון בני טייבה",179016.92080937655
136,"שמשון כפר קאסם",0
136,"שמשון פזטל תל אביב",256439.28616191208
104,"שער הנגב",0
125,"שרעבי אומנויות לחימה",181729.68341993805
193,"שרעבי אומנויות לחימה",64298.55152294648
157,"ת""א",6301.179419778369
106,"תל אביב",39148.21217524422
101,"תניני העמק אגרוף תאילנדי",0
131,"תקוות לשיקום באמצעות הספורט",0
172,"״מכבי חיפה כרמל״ - עמותה רשומה",112346.90306367604
